Time,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6
0.0,0.26648699619768923,0.020643790759196534,0.015043432983820215,0.8347563769927673,0.029046988266507912,0.004562930951466688,0.6872157365800953,0.13128774880856198,0.0001887016061632968,4.239855595766784e-05,-0.004596443454159038,0.2507393186497114,2.9940532507238578,0.10210561234355967,0.0029970951972075124,-0.14217485182359502,-0.015998392954036468,-0.2684532415759631
0.00916590284142988,0.26667621517806683,0.020781677404327792,-0.5547967073516624,0.8350226188650542,0.02908881164828121,-0.7915994638360125,0.6884191073299446,0.1312894784291501,-3.5818106445971827,2.6800184071973376e-07,-0.0022981912208894562,0.250737655615369,2.9949891408461635,0.10213308342694379,-2.7828393514076954,-0.14232149153903073,-0.01845900928378865,0.30138857682963127
0.01833180568285976,0.26686796186962924,0.010473365326535445,-0.5615813630165665,0.8352896274354489,0.014535540716810158,-0.7955043071053549,0.6896225097868625,0.06562669207900776,-3.5829432426982906,2.6856107426809217e-07,3.0525957717131294e-08,0.12536799021436035,2.995925534563032,0.051091142106938305,-2.783752768563575,-0.14251323879488353,-0.010473396128562018,0.43487814312841216
0.027497708524289642,0.2668682108760785,0.010486876982392567,0.5735449808721828,0.8352890815729701,0.014505781270547847,0.7880347524334316,0.6896221630967458,0.06560765913128959,3.5768190619828832,2.685614366448874e-07,3.041457086183641e-08,1.6375602230989104e-06,2.9959257337353833,0.05110186860451345,2.7887838045442317,-0.14251348780169915,-0.010486907668235724,-0.5735466326211085
0.03666361136571952,0.2670602052606905,0.02098748046626382,0.002236313684868646,0.8355555445989786,0.028981640669760323,-0.004887514142356183,0.6908252166453646,0.1311962440860267,-0.0031041708772393413,2.691186282710589e-07,6.0545393520961e-08,-1.3294062362056992e-08,2.9968623240883208,0.10221458490334952,0.001783343180542687,-0.14270548274847172,-0.020987541547830734,-0.0022363000683657294
0.045829514207149404,0.26725294928975885,0.0105278726503095,-0.5698193434928378,0.8358203673780986,0.014416184311017944,-0.796182390945663,0.6920272271496519,0.06555075407396165,-3.582004081244419,2.6967134303390594e-07,3.017086669387936e-08,-1.6642276364653427e-06,2.9977995116437857,0.05113456050516501,-2.7858211854811854,-0.14289822733511492,-0.01052790308653757,0.5698210227602082
0.054995417048579284,0.2672532001763699,0.010541662987018396,0.5765544404169195,0.8358198192884565,0.014386179790829746,0.7814904640129604,0.6920268803314134,0.0655316413134434,3.572667524682111,2.696717147365746e-07,3.003709587723336e-08,1.6142295400967118e-06,2.99779971291518,0.051145452263914405,2.7911765555198884,-0.1428984782221021,-0.010541693284582187,-0.5765560682325686
0.06416131989000917,0.26744619700721106,0.021097156617622414,0.0022532509533055487,0.8360840920305428,0.028742315640311444,-0.004907493061867639,0.6932285404642888,0.1310442009058977,-0.0031053926517864033,2.702219772388048e-07,5.976260895046436e-08,-1.4754294858088283e-08,2.9987371001362497,0.10230186674750943,0.0018021003149351117,-0.1430914756079762,-0.02109721689465065,-0.002253235868641348
0.07332722273143905,0.267639949151945,0.010582969145649112,-0.5727909706561494,0.8363467178336501,0.014296216581629606,-0.7896781359487559,0.6944291571582859,0.06547471385878187,-3.5778585508644034,2.7076727127095523e-07,2.9766623010907266e-08,-1.6448415634184862e-06,2.999675090857389,0.051178488016708816,-2.7881799099606424,-0.143285228302664,-0.01058299916668377,0.5727926299533538
0.08249312557286892,0.2676402019411368,0.010596863846657256,0.5795770515766864,0.8363461674949173,0.014266089500095936,0.7749261469484275,0.6944288101958889,0.06545559319069323,3.568518229097229,2.707676531876757e-07,2.9609693030785422e-08,1.588008786082007e-06,2.9996752942337146,0.051189494429257514,2.793591576862106,-0.1432854810922417,-0.010596893705771571,-0.5795786525597373
0.09165902841429881,0.26783420880082964,0.021207663033397717,0.0022703401942832215,0.8366082410142202,0.02850201212605541,-0.004927643740400424,0.695629076373514,0.1308920966103351,-0.0031067308934206207,2.713100704099247e-07,5.887769150003663e-08,-1.6337424749712745e-08,3.00061348672227,0.10239006596101873,0.0018209127557979779,-0.14347948849892012,-0.021207722403342566,-0.002270323521203181
0.1008249312557287,0.2680289766988526,0.010638483281932842,-1.1561367391269832,0.8368686608427827,0.014175756892572555,-1.5564273896365028,0.6968282986763716,0.06539864120364611,-7.1411895251171815,2.7184698758730974e-07,2.9310198534915344e-08,-0.000778415610330584,3.001552289026767,0.05122287504806224,-5.5847455586253725,-0.14367425693831581,-0.010638512835399494,959.4754256149749
0.10999083409715857,0.2680292314091144,1.3588988906731992e-05,-0.5803459256486239,0.8368681082349823,-3.011234024161702e-05,-0.7732857702381406,0.6968279515559823,-1.8802108586646328e-05,-3.5674886056719926,2.7184737927399283e-07,-1.4210886017584912e-05,-0.0007768041109627377,3.0015524945141685,1.1595592084301387e-05,-2.7941867637714166,-0.14367451164897327,17.567709337449543,1917.2181348480087
0.11915673693858844,0.2680292258095567,-3.054558971093968e-07,-0.000740587044010691,0.8368681088292127,3.241524642039195e-08,0.0016426208167304526,0.6968279539997706,1.3330865082927802e-07,0.0010265053940904224,1.133578653167433e-08,-1.4210911817280625e-05,0.0007752035904288979,3.001552501594908,3.8625298586225655e-07,-0.0006316819093842296,0.1783735769287702,35.13543178685312,-4.337834983143551e-05
0.12832263978001834,0.26802922580955624,1.269112468449407e-08,-10.133925727342172,0.8368681088292123,-1.3461869396991232e-10,4.523290975142858,0.6968279539997706,1.558883022667601e-08,21.09913534132837,1.1335705263348927e-08,-4.4331871507097274e-12,0.0027309104872244526,3.001552501594883,1.5722068091861274e-08,16.57575221342878,0.5004213964509923,17.567708542246063,-1906.5058341630925
