frame, time,Joint1: JointValue (degree),Joint1: JointVel (degree/s),Joint1: JointAccl (degree/s^2),Joint2: JointValue (degree),Joint2: JointVel (degree/s),Joint2: JointAccl (degree/s^2),Joint3: JointValue (degree),Joint3: JointVel (degree/s),Joint3: JointAccl (degree/s^2),Joint4: JointValue (degree),Joint4: JointVel (degree/s),Joint4: JointAccl (degree/s^2),Joint5: JointValue (degree),Joint5: JointVel (degree/s),Joint5: JointAccl (degree/s^2),Joint6: JointValue (degree),Joint6: JointVel (degree/s),Joint6: JointAccl (degree/s^2),
226,0.707915831663327,36.2320805309394,111.943501428375,69.6559159591013,11.6905592920809,-149.258001904501,-92.8745546121351,53.9613199115101,-18.6572502380626,-11.6093193265169,0,0,0,12.0773601769798,37.3145004761251,23.2186386530338,0,0,0,
227,0.711062124248497,36.5846277613888,112.158323767833,66.8981363703161,11.2204963181483,-149.544431690444,-89.1975151604214,53.9025620397685,-18.6930539613055,-11.1496893950527,0,0,0,12.1948759204629,37.386107922611,22.2993787901054,0,0,0,
228,0.714208416833667,36.9378372182457,112.364452525579,64.1297504077784,10.7495503756724,-149.819270034105,-85.5063338770378,53.8436937969591,-18.7274087542631,-10.6882917346297,0,0,0,12.3126124060819,37.4548175085263,21.3765834692595,0,0,0,
229,0.717354709418838,37.2916814971847,112.561855020903,61.3511969856016,10.2777580037537,-150.082473361203,-81.8015959808021,53.7847197504692,-18.7603091701504,-10.2251994976003,0,0,0,12.4305604990616,37.5206183403009,20.4503989952005,0,0,0,
230,0.720501002004008,37.6461330932327,112.7504999566,58.5629166299003,9.80515587568969,-150.333999942133,-78.083888839867,53.7256444844612,-18.7917499927666,-9.76048610498338,0,0,0,12.5487110310776,37.5834999855332,19.5209722099668,0,0,0,
231,0.723647294589178,38.0011644051293,112.930357423934,55.7653514089468,9.331780793161,-150.573809898579,-74.3538018785957,53.6664725991451,-18.8217262373223,-9.29422523482447,0,0,0,12.6670548017098,37.6434524746447,18.5884504696489,0,0,0,
232,0.726793587174349,38.3567477397027,113.10139890738,52.9589448630841,8.85766968039634,-150.80186520984,-70.6119264841121,53.6072087100495,-18.8502331512301,-8.82649081051402,0,0,0,12.7855825799009,37.7004663024601,17.652981621028,0,0,0,
233,0.729939879759519,38.7128553162612,113.263597289144,50.1441419344037,8.38285957831843,-151.018129718859,-66.8588559125383,53.5478574472898,-18.8772662148574,-8.35735698906729,0,0,0,12.9042851054204,37.7545324297147,16.7147139781346,0,0,0,
234,0.733086172344689,39.0694592709965,113.416926853462,47.3213888962029,7.90738763867132,-151.222569137949,-63.0951851949372,53.4884234548339,-18.9028211422437,-7.88689814936715,0,0,0,13.0231530903322,37.8056422844873,15.7737962987343,0,0,0,
235,0.73623246492986,39.4265316614023,113.561363290678,44.4911332822303,7.43129111813025,-151.415151054237,-59.3215110429737,53.4289113897663,-18.9268938817797,-7.41518888037172,0,0,0,13.1421772204674,37.8537877635593,14.8303777607434,0,0,0,
236,0.73937875751503,39.784044470704,113.696883701098,41.653823815731,6.95460737239465,-151.595844934798,-55.538431754308,53.3693259215493,-18.9494806168497,-6.94230396928849,0,0,0,13.2613481569013,37.8989612336994,13.884607938577,0,0,0,
237,0.7425250501002,40.1419696123007,113.823466598622,38.8099103383045,6.47737385026569,-151.764622131496,-51.7465471177393,53.3096717312832,-18.970577766437,-6.46831838971741,0,0,0,13.3806565374336,37.941155532874,12.9366367794348,0,0,0,
238,0.745671342685371,40.5002789342183,113.941091914147,35.9598437385836,5.99962808770889,-151.921455885529,-47.9464583181115,53.2499535109636,-18.9901819856912,-5.99330728976393,0,0,0,13.5000929780728,37.9803639713823,11.9866145795279,0,0,0,
239,0.748817635270541,40.8589442235728,114.049740998752,33.104075880749,5.52140770190297,-152.06632133167,-44.1387678409986,53.1901759627379,-19.0082901664587,-5.51734598012483,0,0,0,13.6196480745243,38.0165803329174,11.0346919602497,0,0,0,
240,0.751963927855711,41.2179372110431,114.149396626654,30.2430595328881,5.04275038527592,-152.199195502206,-40.3240793771841,53.1303437981595,-19.0248994377757,-5.04050992214801,0,0,0,13.739312403681,38.0497988755515,10.081019844296,0,0,0,
241,0.755110220440882,41.5772295753533,114.240042997939,27.3772482952106,4.56369389952893,-152.320057330586,-36.5029977269475,53.0704617374411,-19.0400071663232,-4.56287471586843,0,0,0,13.8590765251178,38.0800143326464,9.12574943173686,0,0,0,
242,0.758256513026052,41.9367929477628,114.321665741066,24.507096528133,4.08427606964955,-152.428887654754,-32.6761287041774,53.0105345087062,-19.0536109568443,-4.08451608802217,0,0,0,13.9789309825876,38.1072219136886,8.16903217604435,0,0,0,
243,0.761402805611222,42.296598916564,114.394251915146,21.6330592802414,3.60453477791464,-152.525669220194,-28.8440790403219,52.9505668472393,-19.0657086525243,-3.60550988004024,0,0,0,14.0988663055213,38.1314173050485,7.21101976008047,0,0,0,
244,0.764549098196393,42.6566190315867,114.457790011994,18.7555922161458,3.12450795788438,-152.610386682659,-25.0074562881943,52.8905634947355,-19.0762983353324,-3.12593203602429,0,0,0,14.2188730105289,38.1525966706648,6.25186407204859,0,0,0,
245,0.767695390781563,43.0168248087089,114.512269957956,15.8751515442371,2.64423358838808,-152.683026610608,-21.1668687256495,52.8305291985485,-19.085378326326,-2.64585859070618,0,0,0,14.338941602903,38.170756652652,5.29171718141237,0,0,0,
246,0.770841683366734,43.3771877343729,114.557683115501,12.9921939443572,2.16374968750281,-152.743577487334,-17.3229252591429,52.7704687109378,-19.0929471859168,-2.16536565739287,0,0,0,14.4590625781243,38.1858943718335,4.33073131478573,0,0,0,
247,0.773987975951904,43.7376792701056,114.594022284593,10.1071764953946,1.68309430652582,-152.792029712791,-13.4762353271928,52.7103867883157,-19.0990037140988,-1.6845294158991,0,0,0,14.5792264233685,38.1980074281977,3.36905883179819,0,0,0,
248,0.777134268537074,44.0982708570437,114.621281703835,7.22055660281679,1.2023055239417,-152.828375605114,-9.62740880375573,52.6502881904927,-19.1035469506392,-1.20342610046947,0,0,0,14.6994236190146,38.2070939012784,2.40685220093893,0,0,0,
249,0.780280561122245,44.4589339204611,114.639457051379,4.33279192615097,0.721421439385153,-152.852609401838,-5.77705590153462,52.5901776799231,-19.1065761752298,-0.722131987691828,0,0,0,14.8196446401537,38.2131523504595,1.44426397538366,0,0,0,
250,0.783426853707415,44.8196398742995,114.648545445611,1.44434030642444,0.240480167600658,-152.864727260814,-1.92578707523258,52.5300600209501,-19.1080909076018,-0.240723384404073,0,0,0,14.9398799580998,38.2161818152036,0.481446768808145,0,0,0,
251,0.786573146292585,45.1803601257005,114.648545445611,-1.44434030642438,-0.240480167600644,-152.864727260814,1.92578707523251,52.4699399790499,-19.1080909076018,0.240723384404063,0,0,0,15.0601200419002,38.2161818152036,-0.481446768808127,0,0,0,
252,0.789719438877756,45.5410660795389,114.639457051379,-4.33279192615091,-0.721421439385139,-152.852609401838,5.77705590153455,52.4098223200769,-19.1065761752298,0.722131987691818,0,0,0,15.1803553598463,38.2131523504595,-1.44426397538364,0,0,0,
253,0.792865731462926,45.9017291429562,114.621281703835,-7.22055660281664,-1.20230552394166,-152.828375605114,9.62740880375552,52.3497118095073,-19.1035469506392,1.20342610046944,0,0,0,15.3005763809854,38.2070939012784,-2.40685220093888,0,0,0,
254,0.796012024048096,46.2623207298944,114.594022284593,-10.1071764953945,-1.68309430652582,-152.792029712791,13.4762353271927,52.2896132116843,-19.0990037140988,1.68452941589909,0,0,0,15.4207735766315,38.1980074281977,-3.36905883179817,0,0,0,
255,0.799158316633267,46.6228122656271,114.557683115501,-12.992193944357,-2.16374968750279,-152.743577487334,17.3229252591427,52.2295312890622,-19.0929471859168,2.16536565739284,0,0,0,15.5409374218757,38.1858943718335,-4.33073131478568,0,0,0,
256,0.802304609218437,46.9831751912911,114.512269957956,-15.8751515442371,-2.64423358838808,-152.683026610608,21.1668687256494,52.1694708014515,-19.085378326326,2.64585859070618,0,0,0,15.661058397097,38.170756652652,-5.29171718141235,0,0,0,
257,0.805450901803607,47.3433809684133,114.457790011994,-18.7555922161457,-3.12450795788437,-152.610386682659,25.0074562881943,52.1094365052645,-19.0762983353324,3.12593203602428,0,0,0,15.7811269894711,38.1525966706648,-6.25186407204857,0,0,0,
258,0.808597194388778,47.703401083436,114.394251915146,-21.6330592802413,-3.60453477791461,-152.525669220194,28.8440790403217,52.0494331527607,-19.0657086525243,3.60550988004021,0,0,0,15.9011336944787,38.1314173050485,-7.21101976008042,0,0,0,
259,0.811743486973948,48.0632070522372,114.321665741066,-24.507096528133,-4.08427606964953,-152.428887654754,32.6761287041773,51.9894654912938,-19.0536109568443,4.08451608802216,0,0,0,16.0210690174124,38.1072219136886,-8.16903217604433,0,0,0,
260,0.814889779559118,48.4227704246467,114.240042997939,-27.3772482952105,-4.56369389952891,-152.320057330586,36.5029977269474,51.9295382625589,-19.0400071663232,4.56287471586842,0,0,0,16.1409234748822,38.0800143326464,-9.12574943173684,0,0,0,
261,0.818036072144289,48.7820627889569,114.149396626654,-30.243059532888,-5.04275038527591,-152.199195502206,40.324079377184,51.8696562018405,-19.0248994377757,5.040509922148,0,0,0,16.260687596319,38.0497988755515,-10.081019844296,0,0,0,
262,0.821182364729459,49.1410557764272,114.049740998752,-33.1040758807489,-5.52140770190294,-152.06632133167,44.1387678409985,51.8098240372621,-19.0082901664587,5.51734598012482,0,0,0,16.3803519254757,38.0165803329174,-11.0346919602496,0,0,0,
263,0.824328657314629,49.4997210657816,113.941091914147,-35.9598437385834,-5.99962808770884,-151.921455885529,47.9464583181111,51.7500464890364,-18.9901819856912,5.99330728976389,0,0,0,16.4999070219272,37.9803639713823,-11.9866145795278,0,0,0,
264,0.8274749498998,49.8580303876993,113.823466598622,-38.8099103383043,-6.47737385026566,-151.764622131496,51.7465471177391,51.6903282687168,-18.970577766437,6.46831838971739,0,0,0,16.6193434625664,37.941155532874,-12.9366367794348,0,0,0,
265,0.83062124248497,50.215955529296,113.696883701098,-41.6538238157309,-6.95460737239463,-151.595844934798,55.5384317543079,51.6306740784507,-18.9494806168497,6.94230396928848,0,0,0,16.7386518430987,37.8989612336994,-13.884607938577,0,0,0,
266,0.83376753507014,50.5734683385977,113.561363290678,-44.4911332822303,-7.43129111813023,-151.415151054237,59.3215110429737,51.5710886102337,-18.9268938817797,7.41518888037171,0,0,0,16.8578227795326,37.8537877635593,-14.8303777607434,0,0,0,
267,0.836913827655311,50.9305407290035,113.416926853462,-47.3213888962029,-7.90738763867131,-151.222569137949,63.0951851949372,51.5115765451661,-18.9028211422437,7.88689814936715,0,0,0,16.9768469096678,37.8056422844873,-15.7737962987343,0,0,0,
268,0.840060120240481,51.2871446837388,113.263597289144,-50.1441419344036,-8.3828595783184,-151.018129718859,66.8588559125381,51.4521425527102,-18.8772662148574,8.35735698906726,0,0,0,17.0957148945796,37.7545324297147,-16.7147139781345,0,0,0,
269,0.843206412825651,51.6432522602973,113.10139890738,-52.958944863084,-8.85766968039633,-150.80186520984,70.6119264841121,51.3927912899505,-18.8502331512301,8.82649081051401,0,0,0,17.2144174200991,37.7004663024601,-17.652981621028,0,0,0,
270,0.846352705410822,51.9988355948707,112.930357423934,-55.7653514089468,-9.33178079316099,-150.573809898579,74.3538018785957,51.3335274008549,-18.8217262373223,9.29422523482446,0,0,0,17.3329451982902,37.6434524746447,-18.5884504696489,0,0,0,
271,0.849498997995992,52.3538669067673,112.7504999566,-58.5629166299002,-9.80515587568968,-150.333999942133,78.0838888398669,51.2743555155388,-18.7917499927666,9.76048610498337,0,0,0,17.4512889689224,37.5834999855332,-19.5209722099667,0,0,0,
272,0.852645290581162,52.7083185028152,112.561855020903,-61.3511969856014,-10.2777580037537,-150.082473361203,81.8015959808019,51.2152802495308,-18.7603091701504,10.2251994976002,0,0,0,17.5694395009384,37.5206183403009,-20.4503989952005,0,0,0,
273,0.855791583166333,53.0621627817543,112.364452525579,-64.1297504077782,-10.7495503756724,-149.819270034105,85.5063338770376,51.1563062030409,-18.7274087542631,10.6882917346297,0,0,0,17.6873875939181,37.4548175085263,-21.3765834692594,0,0,0,
274,0.858937875751503,53.4153722386112,112.158323767833,-66.898136370316,-11.2204963181483,-149.544431690444,89.1975151604214,51.0974379602315,-18.6930539613055,11.1496893950527,0,0,0,17.8051240795371,37.386107922611,-22.2993787901053,0,0,0,
275,0.862084168336673,53.7679194690606,111.943501428375,-69.6559159591013,-11.6905592920808,-149.258001904501,92.874554612135,51.0386800884899,-18.6572502380626,11.6093193265169,0,0,0,17.9226398230202,37.3145004761251,-23.2186386530338,0,0,0,
276,0.865230460921844,54.1197771737701,111.720019566242,-72.4026519416097,-12.1597028983601,-148.960026088323,96.5368692554796,50.980037137705,-18.6200032610404,12.067108656935,0,0,0,18.03992572459,37.2400065220807,-24.1342173138699,0,0,0,
277,0.868376753507014,54.470918162728,111.487913613394,-75.1379088362268,-12.6278908836373,-148.650551484526,100.183878448302,50.9215136395453,-18.5813189355657,12.5229848060378,0,0,0,18.1569727209093,37.1626378711314,-25.0459696120756,0,0,0,
278,0.871523046092184,54.8213153595546,111.2472203691,-77.8612529812915,-13.0950871460727,-148.3296271588,103.815003975055,50.8631141067409,-18.54120339485,12.9768754968819,0,0,0,18.2737717865182,37.0824067897001,-25.9537509937638,0,0,0,
279,0.874669338677355,55.1709418057946,110.997977994102,-80.5722526038515,-13.5612557410595,-147.997303992136,107.429670138469,50.8048430323676,-18.499662999017,13.4287087673086,0,0,0,18.3903139352649,36.9993259980339,-26.8574175346172,0,0,0,
280,0.877815631262525,55.5197706651918,110.740226004564,-83.270477888118,-14.0263608869224,-147.653634672752,111.027303850824,50.7467048891347,-18.4567043340939,13.878412981353,0,0,0,18.5065902217306,36.9134086681879,-27.756825962706,0,0,0,
281,0.880961923847695,55.8677752279432,110.474005265809,-85.9555010436117,-14.490366970591,-147.298673687745,114.607334724816,50.6887041286761,-18.4123342109682,14.325916840602,0,0,0,18.6225917426477,36.8246684219363,-28.6518336812039,0,0,0,
282,0.884108216432866,56.2149289149342,110.199357985839,-88.6268963729863,-14.9532385532456,-146.932477314452,118.169195163982,50.6308451808443,-18.3665596643065,14.7711493954977,0,0,0,18.7383096383114,36.733119328613,-29.5422987909954,0,0,0,
283,0.887254509018036,56.5612052819522,109.916327708643,-91.2842403395209,-15.4149403759362,-146.555103611524,121.712320452695,50.573132453008,-18.3193879514405,15.2140400565868,0,0,0,18.8537350939841,36.638775902881,-30.4280801131736,0,0,0,
284,0.890400801603206,56.9065780238796,109.624959307293,-93.9271116342702,-15.8754373651728,-146.166612409724,125.236148845694,50.5155703293534,-18.2708265512155,15.6545186057117,0,0,0,18.9688593412932,36.541653102431,-31.3090372114234,0,0,0,
285,0.893547094188377,57.2510209788641,109.32529897683,-96.5550912428598,-16.3346946384855,-145.76706530244,128.740121657146,50.4581631701893,-18.220883162805,16.0925152071433,0,0,0,19.0836736596214,36.44176632561,-32.1850304142866,0,0,0,
286,0.896693386773547,57.5945081324667,109.017394226941,-99.1677625119205,-16.7926775099556,-145.356525635921,132.223683349227,50.4009153112556,-18.1695657044901,16.5279604186534,0,0,0,19.1981693774889,36.3391314089802,-33.0559208373068,0,0,0,
287,0.899839679358717,57.9370136217858,108.701293874423,-101.764711215145,-17.2493514957143,-144.935058499231,135.686281620193,50.3438310630357,-18.1168823124038,16.9607852025242,0,0,0,19.3123378739286,36.2337646248076,-33.9215704050483,0,0,0,
288,0.902985971943888,58.278511739558,108.377048035449,-104.345525618963,-17.7046823194107,-144.502730713932,139.12736749195,50.2869147100737,-18.0628413392415,17.3909209364938,0,0,0,19.4261705798527,36.125682678483,-34.7818418729875,0,0,0,
289,0.906132264529058,58.618976938234,108.044708117618,-106.909796547817,-18.1586359176453,-144.05961082349,142.54639539709,50.2301705102943,-18.0074513529363,17.8182994246362,0,0,0,19.5396589794113,36.0149027058725,-35.6365988492724,0,0,0,
290,0.909278557114228,58.9583838340284,107.704326811804,-109.45711744904,-18.6111784453712,-143.605769082406,145.942823265387,50.1736026943286,-17.9507211353007,18.2428529081734,0,0,0,19.6527946113428,35.9014422706014,-36.4857058163467,0,0,0,
291,0.912424849699399,59.2967072109448,107.355958083807,-111.987084457307,-19.0622762812597,-143.141277445076,149.316112609743,50.1172154648425,-17.8926596806345,18.6645140762179,0,0,0,19.7655690703149,35.7853193612691,-37.3290281524357,0,0,0,
292,0.915571142284569,59.6339220247734,106.999657165792,-114.499296458669,-19.5118960330312,-142.66620955439,152.665728611558,50.0610129958711,-17.8332761942987,19.0832160764448,0,0,0,19.8779740082578,35.6665523885974,-38.1664321528896,0,0,0,
293,0.918717434869739,59.9700034070617,106.635480547535,-116.993355154146,-19.9600045427489,-142.180640730046,155.991140205528,50.0049994321564,-17.7725800912558,19.498892525691,0,0,0,19.9900011356872,35.5451601825116,-38.997785051382,0,0,0,
294,0.92186372745491,60.3049266690572,106.263485967464,-119.468865122878,-20.4065688920763,-141.684647956619,159.291820163837,49.9491788884905,-17.7105809945774,19.9114775204796,0,0,0,20.1016422230191,35.4211619891547,-39.8229550409593,0,0,0,
295,0.92501002004008,60.6386673056218,105.88373240351,-121.925433884813,-20.8515564074957,-141.178309871346,162.567245179751,49.893555449063,-17.6472887339183,20.3209056474689,0,0,0,20.2128891018739,35.2945774678366,-40.6418112949378,0,0,0,
296,0.928156312625251,60.9712009991168,105.49628006375,-124.362671962938,-21.294934665489,-140.661706751666,165.816895950584,49.8381331668139,-17.5827133439583,20.727111993823,0,0,0,20.3237336663723,35.1654266879165,-41.454223987646,0,0,0,
297,0.931302605210421,61.3025036232585,105.101190376865,-126.780192945023,-21.736671497678,-140.134920502487,169.04025726003,49.7829160627903,-17.5168650628109,21.1300321575038,0,0,0,20.4341678744195,35.0337301256218,-42.2600643150076,0,0,0,
298,0.934448897795591,61.6325512469433,104.698525982403,-129.177613544889,-22.1767349959244,-139.598034643204,172.236818059852,49.7279081255095,-17.4497543304006,21.5296022574814,0,0,0,20.5441837489811,34.8995086608011,-43.0592045149629,0,0,0,
299,0.937595190380762,61.9613201380418,104.288350720842,-131.554553663174,-22.615093517389,-139.051134294456,175.406071550899,49.6731133103264,-17.381391786807,21.9257589438623,0,0,0,20.6537733793473,34.762783573614,-43.8515178877247,0,0,0,
300,0.940741482965932,62.2887867671613,103.870729623472,-133.910636447598,-23.0517156895484,-138.49430616463,178.547515263464,49.6185355388065,-17.3117882705787,22.318439407933,0,0,0,20.7629289223871,34.6235765411574,-44.6368788158659,0,0,0,
301,0.943887775551102,62.6149278113766,103.445728902085,-136.245488352708,-23.4865704151688,-137.927638536113,181.660651136944,49.5641786981039,-17.2409548170141,22.707581392118,0,0,0,20.8716426037922,34.4819096340283,-45.415162784236,0,0,0,
302,0.947034068136273,62.9397201579273,103.013415938475,-138.558739199105,-23.9196268772364,-137.3512212513,184.744985598806,49.5100466403455,-17.1689026564125,23.0931231998508,0,0,0,20.9799067193091,34.3378053128249,-46.1862463997015,0,0,0,
303,0.950180360721443,63.2631409078826,102.573859273757,-140.850022232131,-24.3508545438435,-136.765145698343,187.800029642841,49.4561431820196,-17.0956432122929,23.4750037053551,0,0,0,21.0877136359609,34.1912864245858,-46.9500074107103,0,0,0,
304,0.953326653306613,63.5851673797717,102.127128597501,-143.118974180019,-24.780223173029,-136.169504796668,190.825298906693,49.4024721033714,-17.0211880995835,23.8531623633366,0,0,0,21.1950557932572,34.042376199167,-47.7063247266731,0,0,0,
305,0.956472945891784,63.9057771131797,101.673294736679,-145.365235311488,-25.207702817573,-135.564392982239,193.820313748651,49.3490371478034,-16.9455491227799,24.2275392185813,0,0,0,21.3019257043932,33.8910982455598,-48.4550784371627,0,0,0,
306,0.959619238476954,64.2249478723087,101.212429644441,-147.588449492773,-25.6332638297449,-134.949906192588,196.784599323697,49.2958420212819,-16.8687382740735,24.5980749154621,0,0,0,21.4083159574362,33.7374765481469,-49.1961498309242,0,0,0,
307,0.962765531062124,64.5426576495032,100.744606388702,-149.788264244091,-26.0568768660042,-134.326141851602,199.717685658788,49.2428903917495,-16.7907677314503,24.9647107073485,0,0,0,21.5142192165011,33.5815354629005,-49.929421414697,0,0,0,
308,0.965911823647295,64.8588846687392,100.269899140561,-151.964330795527,-26.4785128916522,-133.693198854081,202.619107727369,49.1901858885435,-16.7116498567601,25.3273884659211,0,0,0,21.6196282229131,33.4232997135202,-50.6547769318423,0,0,0,
309,0.969058116232465,65.1736073890768,99.7883831625408,-154.116304142325,-26.8981431854357,-133.051177550054,205.4884055231,49.1377321018205,-16.6313971937568,25.6860506903875,0,0,0,21.7245357963589,33.2627943875136,-51.3721013807749,0,0,0,
310,0.972204408817635,65.4868045080754,99.3001347966553,-156.24384309959,-27.3157393441005,-132.400179728874,208.325124132787,49.0855325819874,-16.5500224661092,26.0406405165983,0,0,0,21.8289348360251,33.1000449322184,-52.0812810331967,0,0,0,
311,0.975350701402806,65.798454965171,98.8052314523051,-158.346610356381,-27.7312732868947,-131.740308603073,211.128813808509,49.0335908391382,-16.4675385753842,26.3911017260636,0,0,0,21.9328183217237,32.9350771507684,-52.7822034521272,0,0,0,
312,0.978496993987976,66.1085379450154,98.3037515940054,-160.42427252919,-28.1447172600206,-131.071668792007,213.89903003892,48.9819103424974,-16.3839585990009,26.737378754865,0,0,0,22.0361793150051,32.7679171980018,-53.47475750973,0,0,0,
313,0.981643286573146,66.4170328807762,97.7957747289457,-162.476500214796,-28.556043841035,-130.394366305261,216.635333619727,48.9304945198706,-16.2992957881576,27.0794167024659,0,0,0,22.1390109602587,32.5985915763152,-54.1588334049319,0,0,0,
314,0.984789579158317,66.7239194573977,97.2813813943843,-164.502968042492,-28.965225943197,-129.708508525846,219.337290723323,48.8793467571004,-16.2135635657307,27.4171613404154,0,0,0,22.2413064857992,32.4271271314614,-54.8343226808308,0,0,0,
315,0.987935871743487,67.0291776148217,96.7606531448796,-166.503354725674,-29.3722368197623,-129.014204193173,222.004472967565,48.8284703975297,-16.1267755241466,27.7505591209457,0,0,0,22.3430592049406,32.2535510482932,-55.5011182418914,0,0,0,
316,0.991082164328657,67.3327875511679,96.2336725393596,-168.477343112774,-29.7770500682239,-128.311563385813,224.636457483698,48.777868741472,-16.0389454232266,28.0795571854623,0,0,0,22.444262517056,32.0778908464532,-56.1591143709246,0,0,0,
317,0.994228456913828,67.6347297258735,95.7005231280333,-170.424620237545,-30.179639634498,-127.600697504044,227.232826983393,48.7275450456878,-15.9500871880056,28.4041033729242,0,0,0,22.5449099086245,31.9001743760111,-56.8082067458483,0,0,0,
318,0.997374749498998,67.934984862791,95.1612894391435,-172.344877368682,-30.5799798170547,-126.881719252191,229.793169824909,48.6775025228682,-15.8602149065239,28.7241462281137,0,0,0,22.6449949542637,31.7204298130478,-57.4482924562273,0,0,0,
319,1.00052104208417,68.2335339532449,94.6160569655659,-174.237810058768,-30.9780452709932,-126.154742620754,232.317080078357,48.6277443411259,-15.7693428275943,29.0396350097946,0,0,0,22.7445113177483,31.5386856551886,-58.0792700195892,0,0,0,
320,1.00366733466934,68.5303582590446,94.0649121512538,-176.103118192542,-31.3738110120595,-125.419882868338,234.804157590056,48.5782736234926,-15.6774853585423,29.350519698757,0,0,0,22.8434527530149,31.3549707170846,-58.701039397514,0,0,0,
321,1.00681362725451,68.8254393154561,93.5079423775339,-177.940506034484,-31.7672524206081,-124.677256503378,237.254008045978,48.529093447424,-15.5846570629223,29.6567510057473,0,0,0,22.941813105152,31.1693141258446,-59.3135020114946,0,0,0,
322,1.00995991983968,69.1187589341288,92.9452359492514,-179.749682275698,-32.1583452455051,-123.926981265669,239.666243034264,48.4802068443119,-15.4908726582086,29.958280379283,0,0,0,23.0395863113763,30.9817453164171,-59.9165607585659,0,0,0,
323,1.01310621242485,69.4102992059798,92.3768820807704,-181.530360080101,-32.5470656079731,-123.169176107694,242.040480106802,48.4316167990034,-15.3961470134617,30.2550600133502,0,0,0,23.1367664019933,30.7922940269235,-60.5101200267004,0,0,0,
324,1.01625250501002,69.7000425040326,91.8029708818292,-183.282257129899,-32.9333900053768,-122.403961175772,244.376342839866,48.3833262493279,-15.3004951469715,30.5470428549832,0,0,0,23.2333475013442,30.6009902939431,-61.0940857099664,0,0,0,
325,1.01939879759519,69.9879714862124,91.2235933432535,-185.005095670346,-33.3172953149499,-121.631457791005,246.673460893795,48.3353380856313,-15.2039322238756,30.8341826117243,0,0,0,23.3293238287375,30.4078644477512,-61.6683652234487,0,0,0,
326,1.02254509018036,70.2740690980953,90.6388413225307,-186.69860255378,-33.6987587974604,-120.851788430041,248.931470071707,48.2876551503174,-15.1064735537551,31.1164337589634,0,0,0,23.4246896993651,30.2129471075102,-62.2328675179268,0,0,0,
327,1.02569138276553,70.5583185756122,90.0488075292463,-188.362509282932,-34.0777581008163,-120.065076705662,251.150012377243,48.240280237398,-15.0081345882077,31.3937515471554,0,0,0,23.5194395252041,30.0162691764154,-62.7875030943108,0,0,0,
328,1.0288376753507,70.8407034477067,89.4535855103848,-189.996552053493,-34.454271263609,-119.27144734718,253.328736071324,48.1932160920489,-14.9089309183975,31.6660920089155,0,0,0,23.6135678159022,29.8178618367949,-63.332184017831,0,0,0,
329,1.03198396793587,71.1212075389466,88.8532696354989,-191.600471795938,-34.8282767185955,-118.471026180665,255.467295727918,48.1464654101756,-14.8088782725831,31.9334119659897,0,0,0,23.7070691796489,29.6177565451663,-63.8668239319795,0,0,0,
330,1.03513026052104,71.3998149720883,88.2479550817472,-193.174014216604,-35.1997532961177,-117.663940108996,257.565352288805,48.1000308379853,-14.7079925136245,32.1956690361006,0,0,0,23.7999383240294,29.4159850272491,-64.3913380722012,0,0,0,
331,1.03827655310621,71.6765101705939,87.6377378188046,-194.716929838,-35.5686802274585,-116.850317091739,259.622573117334,48.0539149715677,-14.6062896364674,32.4528216396667,0,0,0,23.8921700568646,29.2125792729349,-64.9056432793334,0,0,0,
332,1.04142284569138,71.9512778611013,87.0227145936465,-196.22897403837,-35.9350371481351,-116.030286124862,261.638632051161,48.0081203564831,-14.5037857656077,32.7048290063951,0,0,0,23.9837592870338,29.0075715312155,-65.4096580127901,0,0,0,
333,1.04456913827655,72.2241030758453,86.4029829152103,-197.709907090469,-36.2988041011271,-115.20397722028,263.613209453958,47.9626494873591,-14.4004971525351,32.9516511817448,0,0,0,24.0747010252818,28.8009943050701,-65.9033023634896,0,0,0,
334,1.04771543086172,72.4949711550308,85.778641038936,-199.159494199572,-36.6599615400411,-114.371521385248,265.545992266096,47.9175048074949,-14.296440173156,33.193249033262,0,0,0,24.1649903850103,28.592880346312,-66.3864980665239,0,0,0,
335,1.05086172344689,72.7638677491569,85.1497879511875,-200.577505540702,-37.0184903322091,-113.533050601583,267.43667405427,47.8726887084739,-14.1916313251979,33.4295842567837,0,0,0,24.2546225830523,28.3832626503958,-66.8591685135674,0,0,0,
336,1.05400801603206,73.030778821292,84.5165233535597,-201.963716295067,-37.3743717617227,-112.688697804746,269.284955060089,47.8282035297847,-14.0860872255933,33.6606193825112,0,0,0,24.3435929404307,28.1721744511866,-67.3212387650224,0,0,0,
337,1.05715430861723,73.2956906492997,83.8789476470707,-203.317906685702,-37.7275875323996,-111.838596862761,271.090542247602,47.78405155845,-13.9798246078451,33.8863177809503,0,0,0,24.4318968830999,27.9596492156902,-67.7726355619006,0,0,0,
338,1.0603006012024,73.5585898280137,83.2371619162442,-204.639862012314,-38.0781197706849,-110.982882554992,272.853149349752,47.7402350286644,-13.872860319374,34.106643668719,0,0,0,24.5195299426712,27.7457206387481,-68.2132873374379,0,0,0,
339,1.06344689378758,73.8194632713634,82.5912679130823,-205.929372685324,-38.4259510284845,-110.121690550776,274.572496913766,47.6967561214394,-13.7652113188471,34.3215621142207,0,0,0,24.6064877571211,27.5304226376941,-68.6431242284414,0,0,0,
